Store,Dept,Date,Weekly_Sales,IsHoliday_x,year,month,week,day,day_of_week,lag_1,lag_2,rolling_mean,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Type,Size,lag_7,lag_14,rolling_mean_7,rolling_std_7
39,22,2012-10-19,2922.2,False,2012,10,42,19,4,2868.98,12099.77,4550.739999999978,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,6028.69,4750.24,2702.085714285714,8827.494945639568
32,14,2012-10-19,215.56,False,2012,10,42,19,4,280.74,45272.78,18948.494999999974,53.57,3.75,3331.15,48.46,3.96,120.51,3218.33,199.1481963,7.557,False,0,203007.0,139.05,10219.6,214.23714285714286,16741.661662902414
31,58,2012-10-19,9038.3,False,2012,10,42,19,4,7983.76,4384.14,4682.3449999999775,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,7209.6,7540.6,7748.874285714285,6828.564430922477
39,53,2012-10-19,762.71,False,2012,10,42,19,4,1441.04,15334.31,16316.194999999989,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,2384.28,10764.55,2107.337142857143,27415.782032057392
31,59,2012-10-19,5269.02,False,2012,10,42,19,4,4825.09,16188.07,13668.994999999979,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,5367.71,11136.92,5210.482857142858,9122.584141589434
31,60,2012-10-19,40194.4,False,2012,10,42,19,4,46569.6,7006.71,17255.36999999998,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,45692.96,4211.24,46479.84714285714,14358.926045242873
39,51,2012-10-19,11.0,False,2012,10,42,19,4,23.76,58720.37,21772.412499999977,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,36.8,1378.47,22.344285714285714,19651.287532507384
31,61,2012-10-19,16351.43,False,2012,10,42,19,4,15228.39,5897.86,8733.284999999978,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,17401.91,3031.3,15964.288571428571,17693.98782700957
31,64,2012-10-19,14252.77,False,2012,10,42,19,4,13362.37,21620.69,20768.64249999998,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,14651.18,5.86,14308.65857142857,14005.458122307118
39,50,2012-10-19,1045.04,False,2012,10,42,19,4,798.18,60461.14,18672.244999999977,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,838.2,3956.1,945.8257142857143,36617.00278639708
33,2,2012-10-19,6204.23,False,2012,10,42,19,4,6181.21,11299.5,57930.75999999998,75.55,4.449,18.0,48.46,7.5,75.11,649.05,131.1499677,6.895,False,0,39690.0,8598.91,2652.02,6612.837142857143,63751.97063732628
36,58,2012-10-19,3112.98,False,2012,10,42,19,4,2907.62,85902.34,24319.38249999999,74.06,3.57,29.01,48.46,4.77,575.48,632.1,222.0951719,6.228,False,0,39910.0,1900.62,2518.99,2451.055714285714,30057.027711985622
36,3,2012-10-19,18744.61,False,2012,10,42,19,4,16260.73,7.0,4961.979999999986,74.06,3.57,29.01,48.46,2.28,194.24,632.1,222.0951719,6.228,False,0,39910.0,17787.83,125.0,17672.60714285714,13169.080580696804
36,60,2012-10-19,87.73,False,2012,10,42,19,4,102.32,10303.22,12174.512499999986,74.06,3.57,29.01,48.46,1.14,1579.67,632.1,222.0951719,6.228,False,0,39910.0,175.0,3411.52,85.24857142857147,16773.007710586688
28,78,2012-10-19,2078.96,False,2012,10,42,19,4,2073.08,6790.82,7841.437499999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,2346.54,2904.44,2252.2599999999998,7293.097975566879
28,26,2012-10-19,987.7,False,2012,10,42,19,4,684.39,15000.98,4813.894999999988,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,332.15,485.95,623.8257142857143,8971.729784891168
29,79,2012-10-19,4225.21,False,2012,10,42,19,4,3468.53,26121.06,18329.332499999975,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,3239.98,5835.58,3472.238571428571,13157.069648197014
41,58,2012-10-19,1126.98,False,2012,10,42,19,4,1191.13,5701.4,14659.229999999976,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,950.03,31414.28,1101.587142857143,12254.003645043233
42,61,2012-10-19,666.2,False,2012,10,42,19,4,576.93,4986.78,4818.557499999971,72.71,4.449,56.03,48.46,8.69,526.09,455.38,131.1499677,6.943,False,2,39690.0,801.46,18725.18,770.9085714285715,24910.864331514083
41,12,2012-10-19,15103.8,False,2012,10,42,19,4,15755.76,18530.77,22444.204999999987,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,15535.26,1187.62,15906.102857142858,7100.919771985245
27,79,2012-10-19,8556.35,False,2012,10,42,19,4,9867.33,19999.38,8933.389999999989,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,7884.66,87.73,9056.31142857143,7169.795345576297
28,24,2012-10-19,5608.29,False,2012,10,42,19,4,5591.81,5497.05,5981.337499999987,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,3666.81,24820.19,5031.860000000001,4835.935282948481
29,58,2012-10-19,1187.86,False,2012,10,42,19,4,1224.15,677.5,2705.4024999999856,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,952.28,31422.29,1169.1100000000001,2908.567219278032
42,58,2012-10-19,1523.29,False,2012,10,42,19,4,1391.46,38110.02,10811.482499999971,72.71,4.449,56.03,48.46,8.69,80.25,455.38,131.1499677,6.943,False,2,39690.0,1313.83,4211.05,1301.8342857142857,15911.041052610652
29,2,2012-10-19,708.15,False,2012,10,42,19,4,553.78,1889.77,3061.4099999999853,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,2344.2,3028.69,656.8842857142856,7353.7269162184275
41,56,2012-10-19,243.0,False,2012,10,42,19,4,270.0,17165.82,17556.017499999976,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,270.0,44711.18,271.2857142857143,18047.721391748735
41,64,2012-10-19,11929.84,False,2012,10,42,19,4,12976.39,58922.88,17861.834999999977,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,11287.01,15842.14,12690.635714285714,23641.725080571723
29,4,2012-10-19,323.48,False,2012,10,42,19,4,467.16,4238.12,4640.202499999986,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,376.48,7.0,434.7714285714286,6921.019770072146
29,55,2012-10-19,17.11,False,2012,10,42,19,4,12.34,16346.69,16528.162499999984,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,19.05,38198.94,19.11285714285714,17100.820103162856
28,0,2012-10-19,17654.74,False,2012,10,42,19,4,15582.01,1434.68,15689.082499999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,12107.04,6348.15,13861.930000000002,7629.8463736282865
29,56,2012-10-19,468.0,False,2012,10,42,19,4,540.0,19816.74,10534.372499999987,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,594.0,18593.51,522.0,7313.010622605031
41,13,2012-10-19,1196.69,False,2012,10,42,19,4,1449.33,10446.02,8133.947499999985,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,1450.62,31026.34,1321.3442857142857,19811.954532256637
42,60,2012-10-19,226.46,False,2012,10,42,19,4,168.52,12968.58,11893.96249999997,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,303.35,70205.89,220.02857142857144,28317.62753845687
29,1,2012-10-19,12455.54,False,2012,10,42,19,4,11582.65,1423.94,7765.079999999985,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,12764.33,6790.82,12433.855714285713,25040.026208505395
42,13,2012-10-19,1716.74,False,2012,10,42,19,4,1580.8,2244.71,3762.6849999999763,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,1300.33,1880.16,1641.2728571428574,5505.148383249249
41,14,2012-10-19,916.75,False,2012,10,42,19,4,977.33,8812.3,15041.447499999978,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,945.75,16396.28,986.1814285714287,53529.81572049641
29,0,2012-10-19,10673.62,False,2012,10,42,19,4,10517.79,1193.03,3734.3324999999854,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,7818.08,42311.34,9604.537142857142,12591.781585445477
29,60,2012-10-19,101.6,False,2012,10,42,19,4,95.8,1813.8,4928.972499999985,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,52.82,10810.01,58.10142857142858,6506.826414966988
29,50,2012-10-19,4.41,False,2012,10,42,19,4,19.66,11195.14,4762.107499999985,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,10.35,468.0,12.134285714285713,11289.837718756537
29,3,2012-10-19,13380.77,False,2012,10,42,19,4,12743.54,323.48,25578.267499999987,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,13123.89,18744.61,12958.274285714286,26049.968801965562
29,64,2012-10-19,5702.62,False,2012,10,42,19,4,5987.13,7763.21,6517.452499999986,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,5880.68,5033.06,6493.978571428573,2029.2106223592787
41,10,2012-10-19,683.35,False,2012,10,42,19,4,914.56,2507.53,17710.344999999987,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,875.05,19551.47,742.842857142857,20196.36263525271
28,1,2012-10-19,25132.78,False,2012,10,42,19,4,24724.51,9995.68,17671.254999999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,28799.65,16270.25,24738.04285714286,9653.161577031513
28,22,2012-10-19,5589.94,False,2012,10,42,19,4,5478.8,7142.74,5407.369999999987,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,8309.32,3159.71,4946.2300000000005,3994.453632967529
42,11,2012-10-19,74.42,False,2012,10,42,19,4,48.41,17359.69,5542.287499999978,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,32.09,8029.73,74.52571428571427,23199.110552976126
29,68,2012-10-19,1187.62,False,2012,10,42,19,4,1183.86,20533.96,6462.6249999999845,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,1397.21,36822.26,1302.0657142857142,7286.5514266183945
28,76,2012-10-19,29909.96,False,2012,10,42,19,4,29413.81,3271.55,14038.489999999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,32892.7,10673.62,30625.66,11197.231266262226
28,27,2012-10-19,5542.16,False,2012,10,42,19,4,5444.37,1758.7,2805.757499999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,4054.87,3677.43,4430.487142857143,3221.211779389479
29,66,2012-10-19,10810.01,False,2012,10,42,19,4,10544.07,370.46,11863.099999999986,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,10744.65,4.41,10920.854285714287,10614.276856405524
27,75,2012-10-19,34878.39,False,2012,10,42,19,4,36435.81,80720.84,31650.57999999999,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,32501.72,17413.21,37708.27428571428,29598.28315582802
42,15,2012-10-19,393.92,False,2012,10,42,19,4,333.4,30756.94,13400.079999999978,72.71,4.449,56.03,48.46,8.69,1202.44,455.38,131.1499677,6.943,False,2,39690.0,385.74,12734.82,393.4557142857143,12574.151411319364
27,76,2012-10-19,80720.84,False,2012,10,42,19,4,87401.67,4885.05,23784.27749999999,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,80564.57,3882.81,91916.57999999999,28480.76013584103
41,55,2012-10-19,65.75,False,2012,10,42,19,4,41.31,614.4,869.5449999999763,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,10.24,3772.88,42.83285714285715,4694.761295862017
42,12,2012-10-19,17359.69,False,2012,10,42,19,4,15999.79,64564.79,21636.03999999998,72.71,4.449,56.03,48.46,8.69,1202.44,455.38,131.1499677,6.943,False,2,39690.0,16671.47,12428.87,17506.687142857143,21260.428229938454
41,9,2012-10-19,426.89,False,2012,10,42,19,4,457.86,3171.83,11492.562499999985,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,415.21,15878.77,461.42571428571426,10290.58354125775
28,3,2012-10-19,15520.36,False,2012,10,42,19,4,15301.99,41380.6,17559.429999999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,17465.99,9995.68,15851.028571428571,14924.274332269304
42,56,2012-10-19,351.0,False,2012,10,42,19,4,369.0,9483.44,5446.537499999971,72.71,4.449,56.03,48.46,8.69,1202.44,455.38,131.1499677,6.943,False,2,39690.0,378.0,13387.95,366.42857142857144,23852.679772972257
42,65,2012-10-19,16745.86,False,2012,10,42,19,4,16854.91,19304.96,11206.157499999972,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,16410.53,3464.92,16793.10714285714,7909.684867191886
29,65,2012-10-19,6596.47,False,2012,10,42,19,4,6135.43,10810.01,7864.322499999986,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,6618.48,5443.95,6616.527142857143,9822.681744243491
28,75,2012-10-19,1.0,False,2012,10,42,19,4,4.0,17179.84,4680.132499999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,27.84,20132.76,47.965714285714284,25565.091631215037
41,65,2012-10-19,13085.84,False,2012,10,42,19,4,14590.06,16457.17,25984.999999999978,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,12849.92,2328.66,13997.147142857142,25888.880160606925
28,21,2012-10-19,22957.76,False,2012,10,42,19,4,20347.46,95596.11,44914.86999999998,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,17626.52,12437.65,18376.801428571427,33858.65263051929
27,74,2012-10-19,39056.01,False,2012,10,42,19,4,50522.58,15.52,22292.56999999999,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,36508.03,13530.44,52995.58285714286,28518.451183061403
41,6,2012-10-19,370.46,False,2012,10,42,19,4,450.63,8702.47,10898.234999999986,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,320.2,11195.14,397.55714285714276,11006.779717810954
28,74,2012-10-19,1397.68,False,2012,10,42,19,4,1389.72,871.68,7273.459999999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,1550.52,5110.87,1549.3057142857142,8581.525351664213
28,14,2012-10-19,2165.49,False,2012,10,42,19,4,2090.58,6241.78,9240.749999999989,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,5136.05,38437.73,2719.994285714285,7206.420380095914
29,69,2012-10-19,10.45,False,2012,10,42,19,4,40.89,5133.8,1621.8424999999856,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,25.83,31475.78,33.01428571428571,11309.565564424405
42,53,2012-10-19,113.78,False,2012,10,42,19,4,399.14,79390.96,26979.81499999997,72.71,4.449,56.03,48.46,8.69,967.02,455.38,131.1499677,6.943,False,2,39690.0,99.57,11.76,163.6314285714286,27799.26346474862
41,16,2012-10-19,606.79,False,2012,10,42,19,4,572.79,86.18,9947.777499999978,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,2.46,9474.0,373.4971428571429,21060.874406855473
41,66,2012-10-19,15272.43,False,2012,10,42,19,4,17564.9,8.98,31538.72249999998,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,14239.28,65099.28,15950.871428571429,34465.45841999509
28,28,2012-10-19,2133.54,False,2012,10,42,19,4,2468.02,1812.07,4074.6124999999847,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,2911.26,58983.61,2224.074285714286,3850.694552776092
27,73,2012-10-19,85902.34,False,2012,10,42,19,4,98955.58,33690.72,36058.149999999994,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,79561.1,16240.01,103950.55857142857,28804.582536064296
41,7,2012-10-19,20533.96,False,2012,10,42,19,4,19596.66,1211.85,6722.514999999985,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,19390.07,426.89,19881.954285714284,12423.81693195494
42,67,2012-10-19,7901.43,False,2012,10,42,19,4,7796.12,67.8,3215.3499999999785,72.71,4.449,56.03,48.46,8.69,967.02,455.38,131.1499677,6.943,False,2,39690.0,6676.55,31661.26,7966.822857142857,3347.2100403711406
29,67,2012-10-19,3923.19,False,2012,10,42,19,4,3972.73,5033.06,4699.392499999985,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,4473.89,17.11,4107.495714285714,3283.235113586703
41,8,2012-10-19,131.27,False,2012,10,42,19,4,127.72,284.56,10481.269999999986,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,243.5,15085.24,155.26857142857145,11465.15323563095
27,77,2012-10-19,28320.29,False,2012,10,42,19,4,27854.35,4795.13,15274.707499999991,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,26357.76,8584.58,28330.93571428571,7234.125674376113
28,79,2012-10-19,206.79,False,2012,10,42,19,4,407.34,1141.72,3303.789999999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,255.06,11704.06,283.2214285714286,3605.4840738553803
40,78,2012-10-19,20912.24,False,2012,10,42,19,4,23827.78,4256.85,12125.489999999987,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,23282.44,5168.93,22261.617142857143,33117.191709203646
28,18,2012-10-19,3230.01,False,2012,10,42,19,4,3488.81,27430.1,9228.152499999984,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,3996.18,18393.87,3666.6271428571426,9663.986730578159
28,33,2012-10-19,2453.21,False,2012,10,42,19,4,2350.83,7761.36,8769.102499999988,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,1345.61,530.0,2248.2185714285715,15270.42096001032
28,68,2012-10-19,713.96,False,2012,10,42,19,4,822.1,12455.54,3456.7374999999856,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,658.82,2078.96,816.9257142857143,7093.9444013553975
27,65,2012-10-19,17166.32,False,2012,10,42,19,4,16427.99,19479.33,24058.60999999999,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,14162.34,33107.99,17085.441428571427,19851.405642410904
41,47,2012-10-19,37.82,False,2012,10,42,19,4,29.85,21038.61,10601.584999999975,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,28.76,36.0,34.92,8310.144014863201
29,78,2012-10-19,13092.35,False,2012,10,42,19,4,13370.29,1196.69,12216.092499999984,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,13507.77,5133.8,13389.380000000001,19007.666419650053
28,7,2012-10-19,21663.79,False,2012,10,42,19,4,21095.66,15520.36,15325.497499999987,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,20543.61,25132.78,21616.4,14952.488629575199
29,29,2012-10-19,50.38,False,2012,10,42,19,4,43.92,3806.78,2731.4524999999853,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,39.98,20912.24,88.83142857142856,9990.30499344483
40,79,2012-10-19,11049.03,False,2012,10,42,19,4,11235.72,2133.55,4738.082499999986,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,9361.9,12442.68,10615.52,9415.87981734008
42,44,2012-10-19,6499.0,False,2012,10,42,19,4,5875.48,17105.12,21953.32999999997,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,6275.94,4009.15,6049.0199999999995,23661.144669933146
42,72,2012-10-19,33464.76,False,2012,10,42,19,4,35628.09,10140.21,12136.597499999978,72.71,4.449,56.03,48.46,8.69,370.91,455.38,131.1499677,6.943,False,2,39690.0,29338.35,7901.43,33778.939999999995,11198.423100728776
42,14,2012-10-19,1515.82,False,2012,10,42,19,4,1761.2,7585.33,5718.9699999999775,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,2426.91,64564.79,1942.72,3708.723412153753
41,71,2012-10-19,52912.17,False,2012,10,42,19,4,60918.89,1661.71,13672.867499999986,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,48009.03,86687.87,55863.26857142857,68649.28366414605
41,70,2012-10-19,1314.86,False,2012,10,42,19,4,1149.98,5808.57,9714.504999999985,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,1856.86,184451.36,1615.4985714285715,25368.709855516154
27,68,2012-10-19,5076.12,False,2012,10,42,19,4,6837.51,14749.31,7376.039999999991,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,4557.6,3152.56,7538.795714285714,4819.1130804707
41,1,2012-10-19,16346.69,False,2012,10,42,19,4,16266.9,4809.62,6309.649999999985,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,16132.18,17827.07,16360.869999999999,6135.852884993322
41,19,2012-10-19,955.37,False,2012,10,42,19,4,994.66,28133.28,8016.132499999978,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,1233.81,28.14,1016.0985714285714,10255.026692373242
42,69,2012-10-19,3.42,False,2012,10,42,19,4,1.12,64572.09,34288.42749999998,72.71,4.449,56.03,48.46,8.69,967.02,455.38,131.1499677,6.943,False,2,39690.0,0.19,10442.23,7.148571428571429,30635.110676911616
42,9,2012-10-19,406.64,False,2012,10,42,19,4,555.16,252.0,1042.9049999999781,72.71,4.449,56.03,48.46,8.69,409.53,455.38,131.1499677,6.943,False,2,39690.0,511.48,511.88,459.9971428571429,9221.33081628377
29,71,2012-10-19,36822.26,False,2012,10,42,19,4,37495.76,426.89,21609.854999999985,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,34826.01,12572.3,36854.08285714286,13590.046315578476
28,29,2012-10-19,2102.37,False,2012,10,42,19,4,1370.31,5110.87,5842.549999999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,3514.0,58016.81,1738.4599999999998,15403.271733887348
29,38,2012-10-19,23286.95,False,2012,10,42,19,4,24443.5,45.92,6917.554999999986,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,23090.95,520.54,24384.924285714285,33591.115661727774
27,71,2012-10-19,59617.62,False,2012,10,42,19,4,66118.91,3152.56,27640.51749999999,56.53,4.153,2639.32,48.46,4.77,575.48,3147.23,142.8633629,8.0,False,0,204184.0,57626.94,13603.81,67323.81857142856,24373.20786885566
41,4,2012-10-19,657.46,False,2012,10,42,19,4,495.0,6007.51,5032.699999999986,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,497.91,677.5,471.86857142857144,3188.461840555838
28,73,2012-10-19,28898.9,False,2012,10,42,19,4,27680.55,19031.98,23991.609999999986,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,27349.92,10250.47,27816.95714285714,17064.315309304377
28,4,2012-10-19,17657.2,False,2012,10,42,19,4,9059.19,710.28,10567.962499999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,7875.56,5051.3,10834.448571428571,9270.11793918104
42,68,2012-10-19,4384.14,False,2012,10,42,19,4,5313.86,16098.45,10484.919999999978,72.71,4.449,56.03,48.46,8.69,1202.44,455.38,131.1499677,6.943,False,2,39690.0,3429.0,19225.95,4323.257142857144,10383.142702443527
41,21,2012-10-19,30.8,False,2012,10,42,19,4,15.4,120.0,1814.7599999999784,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,38.88,916.75,23.882857142857144,25101.488500702362
42,64,2012-10-19,12377.24,False,2012,10,42,19,4,8755.81,1820.0,8098.67499999997,72.71,4.449,56.03,48.46,8.69,967.02,455.38,131.1499677,6.943,False,2,39690.0,12028.65,11444.13,10790.945714285714,8166.263179173212
29,77,2012-10-19,18530.77,False,2012,10,42,19,4,17608.85,15744.7,17541.684999999987,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,19685.04,20533.96,18618.304285714283,7017.031872500679
28,32,2012-10-19,11263.43,False,2012,10,42,19,4,12873.78,24199.11,15270.094999999987,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,8249.82,10791.36,10307.387142857142,10432.818824680111
28,25,2012-10-19,1849.43,False,2012,10,42,19,4,1561.02,987.7,2021.1049999999873,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,1301.25,44326.26,1326.4642857142858,6203.411149366823
28,2,2012-10-19,6348.15,False,2012,10,42,19,4,6135.17,9223.17,14791.227499999985,68.66,4.449,2307.28,48.46,4.7,1406.03,4122.2,131.1499677,10.199,False,0,206302.0,29217.33,87.76,7815.181428571429,8539.998728432887
29,61,2012-10-19,99.62,False,2012,10,42,19,4,27.91,1550.67,798.6324999999855,55.28,4.0,1021.83,48.46,2.28,194.24,3821.21,138.8336129,9.151,False,1,93638.0,91.77,3361.99,66.0957142857143,3138.630172599672
41,61,2012-10-19,325.16,False,2012,10,42,19,4,238.42,15842.14,4709.704999999976,49.56,3.75,3138.86,48.46,6.17,129.04,8206.1,199.1481963,6.195,False,0,196321.0,341.22,2700.66,321.0385714285714,17842.954735447674
